的	白勺
銩	金一去
锤	金垂
铢	金朱
釳	金乞
𬭤	金人龴矢
铧	金華
锼	金申又
铪	金合
镎	金合手
鏦	金行从止
鍮	金俞
𬬭	金侖
𬭩	金公羽
锊	金爪寸
锧	金斤貝
𫔍	金釆田
䝙	豸匚乂
铄	金𠂆木
锪	金勿心
锴	金比白
镵	金兔兔
铯	金𠂊巴
镏	金卯田
钨	金烏
镶	金襄
镐	金高
锿	金衣口
𬭚	金享
镱	金音心
镞	金㫃矢
铰	金交
钪	金亢
镝	金帝口
镦	金享攴
锍	金𠫓巛
铳	金𠫓儿
铉	金玄
镳	金鹿火
镛	金广尹用
𨱔	金酋寸
镒	金益
𬭸	金米舛
锩	金龹卩
镃	金䒑幺幺
觅	爪見
𬭛	金水皮
鹞	肉缶鳥
镓	金宀豕
𬭎	金宀𠂇厶
镕	金穴公
镲	金宀肉又示
铊	金它
𬭼	金辵八豕
铵	金宀女
铎	金睪
钮	金丑
镫	金癶豆
𫔎	金矛内口
锓	金彐冂又
锔	金尸㇕口
锕	金阜可
钇	金乙
钯	金巴
镪	金弓口虫
钖	金昜
镠	金羽人彡
鸼	舟鳥
舣	舟丶乂
镴	金巛鼠
䥽	金癶
飐	風占
飔	風田心
凤	凡又
飗	風卯田
飏	風昜
腼	月面
颾	風蚤
䐃	月圍禾
狮	犬刀一巾
猪	犬者丶
猃	犬僉
狯	犬會
𫛭	犬王鳥
獱	犬宀一㐄貝
㺄	犬俞
狝	犬尔
獭	犬束𠂊貝
臜	月先先貝
𬸚	犬言犬鳥
狲	犬子小
脍	月會
䏲	月弟
𦝼	月婁
肠	月昜
鲾	魚畐
𬶮	魚壴口
𩸽	魚艸化
鳠	魚雈又
𩺊	魚艸亡巛
鳔	魚西示
𬶟	魚束刀
𬶠	魚柬
𬱟	𠂊厂卩頁
鳡	魚戌口心
鹠	卯田鳥
鸱	氐鳥
鲀	魚屯
鳄	魚口口亏
鳀	魚是
𫚕	魚刀一巾
鲿	魚小冂云
玺	尔玉
鲥	魚日寸
鲉	魚由
鳢	魚曲豆
鳁	魚日皿
鲗	魚貝刀
觞	角𠂉昜
鰤	魚㠯一巾
鲊	魚乍
鳈	魚泉
鹐	𠂊臼鳥
鲙	魚會
鲘	魚后
䲟	魚爪卩
𬶭	魚肉又示
𬶏	魚𠂊厂卩
𩾃	魚免
颍	匕水頁
毙	比歹匕
颎	匕火頁
鲸	魚京
鳣	魚㐭旦
惫	夂田心
鲛	魚交
鳑	魚旁
鳉	魚爿肉寸
鱇	魚庚⺍
𩾌	魚庚⺍
鳙	魚广尹用
鳒	魚兼
𬶐	魚兆
𬶍	魚它
𩽾	魚宀女
鳚	魚尸示寸
鲬	魚甬
鲃	魚巴
鸲	勹口鳥
鲺	魚飛虫
鳛	魚羽白
邬	烏邑
鲹	魚厶大彡
鲻	魚巛田
𫚭	魚巛鼠
袅	鳥衣
讦	言干
证	言正
谨	言堇
谟	言莫
𬤝	言專心
𫍯	言戌口
鹯	㐭旦鳥
谔	言口口亏
鹫	京尤鳥
亸	享單
鹑	享鳥
𬤊	言是
谠	言尚儿
峦	亦山
脔	亦肉
谒	言日勹亡
恋	亦心
𠅤	亠田心
孪	亦子
𫍽	言睘
诈	言乍
诜	言先
讫	言乞
诿	言禾女
谢	言身寸
谀	言臾
讹	言化
𫍲	言申又
赟	文戈止貝
𨭉	文戈止金
齑	齊韭
䴔	交鳥
鵁	交鳥
鳼	文鳥
谂	言今心
讻	言乂凵
兖	亠公儿
衮	衣公
讼	言公
谖	言爰
谵	言𠂊厂八言
诤	言𠂊尹
谆	言享
谇	言卒
谪	言帝口
谰	言門柬
赣	章夂工貝
竞	立口儿
谱	言並日
戆	章夂工貝心
産	立厂生
彦	立厂彡
飒	立風
𦒍	童羽
谝	言戶冊
谧	言必皿
谞	言疋月
谲	言矛内口
㮾	良月木
𬸦	㫃矢鳥
谬	言羽人彡
诩	言羽
诎	言出
盗	二欠皿
癫	疒真頁
廪	广㐭示
庙	广由
麽	麻丿厶
庂	广人
赓	庚貝
鹒	庚鳥
𫷷	广金欠
䗪	广廿火虫
鹧	广廿火鳥
疬	疒厂力
廱	广巛邑隹
疟	疒爪
酱	爿夕酉
瘻	疒婁
阇	門者
闱	門韋
𬮱	門西土
阒	門目犬
闳	門𠂇厶
闾	門呂
阄	門龜
阗	門真
闿	門山己
瘿	疒貝貝女
𫔶	門自木
阏	門於
阁	門各
阍	門氏日
闵	門文
阆	門良
阘	門日羽
阖	門去皿
阙	門屰欠
疭	疒从
痪	疒𠂊冂大
瘅	疒單
痉	疒巠
瘆	疒厶大彡
怃	心無
鹢	益鳥
鹣	兼鳥
鹚	䒑幺幺鳥
㥄	心夌
恸	心云力
盖	羊皿
羟	羊巠
冁	單展
郸	單邑
䎖	曾羽
粝	米厂万
粪	米共
糁	米厶大彡
𥻗	米查
惬	心匚大䒑
愦	心臾貝
愠	心日皿
恻	心貝刀
炜	火韋
烩	火會
㸌	火雨隹
𬉼	火匚乂
炖	火屯
㸆	火告非
炽	火口八
煴	火日皿
㶲	火用
炝	火倉
烂	火䒑二
𬊤	火單
炉	火戶
𬊈	火彐寸
怆	心倉
忷	心乂凵
恟	心勹乂凵
懔	心㐭示
怿	心睪
𣲘	水無
涞	水來
沍	水互
喾	⺍冂告
𬒈	⺍冂石
鲎	⺍冂魚
𣸣	水屮貝
懑	水艸兩心
渎	水十㇕冫大
滢	水艸冂玉
溁	水艸冂木
涝	水艸冂力
潆	水艸冂糸
漤	水林女
濑	水束𠂊貝
㵐	水厂屰欠
濒	水步頁
溃	水臾貝
𬇹	水圍玉
浉	水刀一巾
灏	水日京頁
滥	水監
鲨	水少魚
浍	水會
㽏	水合甘
溆	水余又
㳇	水父
鹡	脊鳥
沧	水倉
𫖯	兆頁
泺	水𠂆木
㴔	水𠂊彐心
浏	水文刀
浒	水言午
济	水齊
湾	水亦弓
㳘	水𠫓儿
瀁	水羊食
泻	水冂與
泾	水巠
滪	水予頁
渌	水彔
𬍡	水昜玉
塚	土冂豕
鸋	宀心皿丁鳥
𬸣	寒鳥
𬸣	塞鳥
寝	宀爿彐冂又
窜	穴串
窝	穴咼
窎	穴鳥
窦	穴十㇕冫大
窭	穴婁
祎	示韋
祢	示尔
禄	示彔
袆	衤韋
𫌀	衤責
衬	衤寸
襕	衤門柬
裢	衤辵車
裥	衤門日
褛	衤婁
裈	衤冂車
袯	衤癶
皲	冂車皮
郓	冂車邑
鸩	冂儿鳥
𬩽	彐寸邑
彟	彐寸雈又
鹔	尹𣶒鳥
彞	彐米糸廾
鷴	門木鳥
閍	門方
骠	馬西示
骦	馬雨木目
𬳵	馬不一
𫘪	馬原
骁	馬堯
𫘨	馬是
骋	馬由丂
驲	馬日
𫖳	尹口頁
屩	尸行丿大高
屃	尸貝
鹛	眉鳥
𬳽	馬先
鸤	尸鳥
䴙	尸口辛鳥
鷿	尸口辛鳥
驸	馬人寸
𬳿	馬余
𬶨	艮旡魚
𫘬	馬爪幺大
𫘦	馬勹缶
驺	馬𠂊彐
刭	巠刀
颡	三又木頁
鹬	矛内口鳥
鹜	矛攴鳥
骛	矛攴馬
双	又又
𫠊	馬玄
𬴊	馬米舛
骙	馬癶天
𫘝	馬夬
𫘧	馬彔
骕	馬尹𣶒
骚	馬蚤
骎	馬彐冂又
书	聿
堕	阜𠂇土
骘	阜步馬
𬯎	阜臾貝
陨	阜員
𬮿	阜山己
𨺙	阜臼儿
险	阜僉
𬯀	阜齊
鹨	羽人彡鳥
翚	羽冂車
陉	阜巠
𫸩	弓匚乂
缙	糸晉
绠	糸更
缬	糸吉頁
缰	糸三田田
缜	糸真
缥	糸西示
縳	糸專
𦈡	糸雨而
绮	糸大可
缭	糸尞
绂	糸犮
纮	糸𠂇厶
绒	糸戎
辔	糸車糸口
粜	出米
䢺	出邑
缲	糸三口木
缱	糸辵臾㠯
绅	糸申
绱	糸尚
缊	糸日皿
缆	糸監見
绲	糸日比
缌	糸田心
缳	糸睘
缈	糸目少
𬙊	糸黑土
𫄸	糸熏
娇	女丿大八
嫒	女愛
娆	女堯
𫄧	糸廴丿止
嫱	女土八回
媪	女日皿
㛹	女人更
婳	女畫
姹	女宀乇
嬷	女麻丿厶
㚷	女人小
嫔	女宀斤廾
嬝	女鳥衣
𫰛	女巠
㛚	女甬
驽	女又馬
纥	糸乞
缒	糸辵㠯
缑	糸人龴矢
𫄨	糸爻巾
绤	糸谷
绶	糸爪冂又
绹	糸勹缶
绛	糸夂㐄
纰	糸比
𬙋	糸襄
𨚕	厶廾邑
𫟅	糸京
缟	糸高
𬘯	糸享
缞	糸衣冄
𫄷	糸音心
缡	糸离
绞	糸交
毵	厶大彡毛
缔	糸帝
繸	糸辵八豕
缢	糸益
缣	糸兼
绻	糸龹卩
绨	糸弟
缕	糸婁
𬘫	糸宀元
𬙂	糸寅
缤	糸宀斤廾
𬘘	糸冂儿
绎	糸睪
缀	糸叕
缗	糸民日
𬘩	糸廴𡈼
缪	糸羽人彡
鸶	糸糸鳥
缁	糸巛田
绌	糸出
𩹬	魚木古
𥈴	目虎爪
𣴛	水戎
𡄍	口竹馬
鉳	金北
𪷉	水糸田
𢠩	心麻
𢸛	扌言周
𢃱	巾甘木
揇	扌南
𪞺	出爪子乚
𩲵	鬼生
𦁹	糸夜
𧓇	虫尸共殳
𠴐	口心丑
𱽐	艸几二
㨳	扌宀大可
𥴢	竹禾隹
𠿁	口其欠
𡔔	土艸門柬
𦄇	糸水日土
𡐙	土行旦寸
𢲔	扌王刀王
𧚟	衤尾
𫕰	雨月廾扌
𢯡	扌𠫓月
𪧸	寺人士
𨆝	足會
䱛	魚戈口一
𬹓	黃亞心
𪆦	彡頁鳥
𧍴	虫柬
𪟀	刀方
𬦪	足刀口
𠍤	人艸十冂子
扙	扌丈
𤅜	水西示風
𠞺	歹刀文口
㔧	虎田皿力
𪄨	口小月鳥
𥓵	石广氐
𤞨	犬甫
𪮫	扌昔攴
𬩭	辵告差
𪥘	立可大
𤙭	牛甫
𬄦	木監見
𤊣	朱厂火
𢭲	扌貝
𪢡	告丿大高
𫼔	手刀
𧑂	虫艮旡
𤞫	犬戈廾
𥛗	示爪臼
𠿂	口扌臿
𤢾	犬僉刀
𠺷	口示口儿
𥿗	糸口八
𬦼	者乚足
𡑓	土三木
𦀗	糸赤
𪦎	女文厂彡
䕼	艸堇隹
榪	木馬
𠁂	者丁
𡢻	女人責
𰡚	犬斤欠
𤄱	水金真
嘫	口肉犬火
𨰺	金䜌攴
𥇺	目爿犬
𬟛	宀婁艸丨日
𥎁	矛木占
𨪞	金广甬
𢸟	扌人僉
𢫚	扌工丂
𠞸	鳥刀
炥	火弗
𬴕	高山乙
𬍎	犬者曲辰
挰	扌口𡈼
𢬥	扌水工
㨕	扌乃又皿
𠧌	升爾
𢲠	扌耳冂儿
𨗠	辵雨云
侼	人十冂子
𬅓	束三石
𬎽	用个
𫾄	扌旦里
㳯	水辛
𢸚	扌艸辵夂丰
𦁺	糸門
㩧	扌暴
𢐎	弓兼
𡀪	刀口扌非
𢺺	支分
𤈝	火艸乂
𢟕	心糸内
呠	口本
𫉅	艸女口心
䱸	魚申又
靀	雨艸冃豕
䋎	糸旦
鞸	革畢
𧁷	艸古广車
脺	月卒
櫊	木門各
𨧢	金另刀
𧄲	艸言莫
𧝨	衤言刀口
𫵀	小心出
𡫫	文口寅
卲	刀口卩
𠴏	口艸亡
𢭝	扌刀丶心
𤸒	疒禺
𪉽	鹵冃四又
𥢃	禾宀㇕皿丁
𠼲	口土隹
𣊌	日土隹
𧅫	艸𦥯見
𬖗	米女又
憦	心火火冂力
𠰀	口丨弓
𡌣	土四七
𬜽	艸石廾
𥊛	目亡月𡈼
𥘪	示午
𧽈	走巳电丿
𣛣	木門一廾
𦣘	月囊
𦸰	艸立厂生
𧜖	衤真
𥷧	竹水羽隹
𡎝	土癶天
𢹈	扌竹立电
𪾤	目戊
𬂙	立电亡月𡈼
𣷯	水辵斤
𫽯	虎文手
𣋁	日冃耳又
𨒟	辵冬
㘖	口立厂彡頁
𡓞	土竹馬
𥯊	竹夜
𬥯	分貝行从止
𣜵	木口丂虎
𫌒	衤糸𠫓儿
𫡍	矢隹串
𬁑	日犬者
𡁹	口言禾乃
𪹟	火巛貝
𨐮	辛艸亥
𦵠	艸人丿糸
𨁪	足酉
𣷲	水戶斤
𥌹	目金白巾
𡠣	女艮旡
𧹪	赤侖
㗢	口重力
𫱤	禾彐亡女
𡽾	山監
𦩰	舟重
𱐲	爪尹力
𤢥	犬萬
㳪	水不口
𫈘	艸人亡女
𬴫	長彡林
挷	扌丰邑
𠊟	人黽
𫡸	二車巠
𬁜	日艸四冂夕
𤹙	疒示口儿
𫴸	小日
𤶑	疒圍大
𫖽	几二行皮
𦾠	艸早人示
𬔗	下立
𤭷	瓦俞
𬡰	衤日刀口火
𡗅	多辵米
䇄	立乞
𠊛	旦寸人
𢲧	扌艸亥
𥺑	米彐冂又
𬺚	立电青
𦫘	𠂊巴癶
䇪	竹至
溋	水乃又皿
掆	扌岡
𣇠	日女支
𢵰	扌糸合
𬏱	疒水殳
𬠶	虫它丰母
𤎒	火幸丮
𫼚	扌六
𠸦	口手目
𱫻	火展
𥆟	目公儿
𫗻	首广朝
𪂯	鳥女古
𪢰	圍員丮
蕽	艸曲辰
𡂓	口辵帝口
𢯙	扌矢口
𧋅	虫盡
𣇡	日己心
燰	火愛
𪜕	者乚
𫼎	戶心午
𢋬	广木山隹
𧃽	艸广人隹心
𩇆	雨田㐭禾
𧱺	豕人大可
芌	艸亏
𫬕	口木犬者
𣘂	土厶矢木
𡳰	尸婁古
𤇩	火必
𬋌	火羊豕
𡥌	子日
𩿠	鳥戉
䨙	雨水壬
𨄼	足禾多
𠸾	口月丿之
𧸝	士四貝半
𫵥	尸并刀口
𧶄	貝爪尹
㩔	扌尸共殳
𥹙	米刀口
𬪽	重个
𧈣	虫乃
𥸄	竹言旡旡日
𦢵	月广㐭禾
𣎢	月朝
𬮫	門一廾午
𠺩	口水𠫓巛
𫺫	心䒑大邑
𡮔	羊大小
𡆂	口春虫虫
𨇒	足三石
𠠙	宀尞刀
𡗂	差多
𥳃	竹戶口攴
𬗱	糸田末
𬁫	聿且
𥱨	竹素
𥳄	竹寅
𡝕	女巴三
𠝖	昔刀
穉	禾尾牛
𡳝	尾卒
𥺊	米告
𤎞	火巛内几扌
𣙭	木竹刀口
𪉴	鹵甘木
𨀍	足用
𢵨	幸卩又手
𬃻	果吏
𪯯	厂止余斗
𤜠	犬乃
𡘯	文口大
𡃼	口木隹火
稡	禾卒
𧝩	衤行盾
𧛉	衣木攴
𩷉	魚亦
𫧭	倝三口木
蛒	虫各
𡅯	口禾爪工彐心
𣎦	月日甘衤
𥦝	穴林
𥏿	矢門口
𣅙	日亏
𫎤	分貝二又貝
𠻓	口冂隹
𡉿	土木
𪬽	𠂊彐心人咅
㧅	扌刀
𤠳	犬走巳
𫘲	骨九日
𢣸	心言吾
𡳶	艸丨日尸婁
𢭹	扌文口
𤖹	片立
𬘅	糸田羊大
𪫼	文寸心
絸	糸見
𨤰	尔王里
𦁅	糸衤刀
𩟼	食爪女羊食
𫎼	走巳宀女
𩷆	魚會
𪇎	林示鳥
𬔋	穴犬下
𪱆	日日甘衤
𨄺	足土隹
𤽶	白尾
𠲮	口巠
𩯁	長彡婁
𫙛	魚耒
𤇪	火人彡
𨖩	辵龹目
𩹮	魚甘木
汓	水子
𪟕	竹其刀
𡅉	口竹門日
𤈜	火至
𧸻	貝長彡癶
𫯆	同⺍廾声
𨁫	足里
鱩	魚雨田
𫯏	大弓夕卜
𥠮	禾南
𨅺	足敢
𠒥	光广木
𡃗	口木莫
𦃮	糸艸亥
𨫋	金工貝
𬺙	立电人氐
𣕘	木台木
𬧗	足糸爪女
𩬆	長彡丐
𬌽	犬辰寸
𠹳	口舛木
𢬦	扌示乚
𤷰	疒廾扌
𥖺	石皮羊大
𫅜	令善
趶	足于
𠃯	禾乃乙
𤁔	水鬼斗
䱕	魚每
𣹕	水行聿
𦙀	月反
𦟵	月艸爪子
𤄍	水酉卯田
𧹦	赤見
𫺦	分心甘
𪮚	岡刀手
𦷬	艸禾必
𧊊	虫用
𤠲	犬山豆
𥳐	竹門一廾
𬇚	水幺㇕
𦹯	古艸早
𫆚	月由
𣃲	㫃几二
𧑁	虫三厶人彡
𥜡	示尔王里
𬎶	生彐火
鬦	鬥斗
𫊚	艸白⺍木束
𱏯	田各先
㤕	心出
𡁿	口艸勹屮勹屮
𧉻	虫半
𬗔	糸文寸
𬰠	末面
𠹖	口展
啛	口一尹女
槏	木兼
𤵺	疒电丿
𥇼	目石廾
𬁮	曾丿大心
𤷶	疒表
𪦭	女古烏
𬧲	可車
𫎑	貝个
𪝪	人叚个
𪢷	土亡
𩞝	食囟又儿夂
𥉪	目水每
𤏢	火阜八豕
𠑬	人食堯
𣰙	毛林示
𣺻	水冂大皿
𠶝	口事
𬙞	四去七
𩭵	長彡宀㠯
𬮶	門一廾爻巾
𦟎	差肉
𫁷	竹又又
𠹯	口阜比土
𪄅	乂木殳鳥
𤬸	瓦生
𬤻	豕乃
𫃹	糸辵兆
㖗	口山今
𫏚	足人咅
𬇧	水工中
𣔠	木艸斤
𩻛	魚旡旡日
𡊠	土甲
𪇋	鳥山鬼
𬆎	止戌㐄女又
喠	口重
𠲝	口文寸
𫦽	堇力生
𠱆	口乃子
抳	扌尸匕
搮	扌西木
𩯹	長彡三石
𬝉	艸叕
𡚡	艸魚禾大
𠽚	可重
𪇍	鳥辵咼
𧕭	虫艸監
𬉚	水尸匕日生
𠜬	人旦刀
𫸕	廴聿差
𤕔	口乇父
𢯞	扌戈止
𤒲	火广黑土
𱜝	巨心束刀貝
𪱊	日生人可
𪿒	石卜了
𫭅	圍扌厶
𠶅	口扌刀口
𧍇	虫人吏
𢵔	扌尸三子
𡮊	小去刀丶
𫨮	去舍
𫪿	口水人牛
𦖇	耳另刀
𤜯	犬及
𡮤	門才小
𢷱	扌广婁
𪰏	日可
𫱗	女合手
𫽝	扌二又皿
𫻋	心白事
𤎔	火羊永
𪴁	木足兆
𣌵	曲及
𦄌	糸坴丮
𧃌	艸足水日
𠺮	口日寺
𦝹	月門乂木
𫁜	穴犬石𠂊𠂊
𣴜	水扌乇
𨆣	足萬
𣨕	歹呂
𢴗	扌水炎
𥆀	目水工
𫭿	从土比
𬟻	虫六
㵢	水雨田
儾	人囊
蹆	足辵艮
𧰗	豆宀心皿丁
𠝺	甘木刀
𤵪	疒刀口
𪡵	口水口月
𧹻	赤土者
𪵌	殳人多
㺞	犬與
𩶟	魚丿之
𠺾	口王朱
𬟎	艸王廾昜
𫫗	口不見
𨷑	羊大門一廾
𦓜	耂而大
𩟵	食竹馬
㺝	犬監
䈧	竹爲
𩺡	魚王刀王
𦗞	耳宀大可
𥿥	糸人士
襊	衤冃耳又
𥣑	禾艸重
𣱽	水乃
𧛈	衤侖
𠶐	口辵卬
媎	女者
𩟻	食日襄
𩑰	旦頁
𥊡	目車欠
𢝘	心臼土
纙	糸四糸隹
𦝄	月夌
鑧	金宀艸見丶
𡎭	土糸𠫓儿
𫶸	巴人歹刀
𧊐	虫聿
𩗂	風末
繓	糸冃耳又
𦣰	南臣卜
𫦢	石卒宀丰口刀
𩷈	魚少力
𤊦	火方攴
𪨛	尸并至
𥪝	立电中
𤀘	水艸風
𩃳	雨廾扌
𥯏	竹人共
𨮇	金艸風
𣖧	木止匕木
𪬧	己心京
𩺤	魚西木
𪔠	王廾壴支
𢤛	心四能
㷙	火前
𢢬	心禽
𨅿	足走戉
𪽳	疒要
𧓯	虫人爲
𫄄	糸尸婁
𪩁	山阜且
𡻔	山水良
𡓃	土三石
𫗒	食宀女
𫛈	鳥子瓜
𬨻	辵束个
𪲍	木䒑巾
𩠵	首寒木
𩠵	首塞木
𪯞	方攴石卒
𧦕	言十几
𠽅	口廾臼
𬡣	衤咅
𪻉	犬文隹
𡃹	口單戈
𦟉	月疒甘
𢏢	曲弓
𪱯	亡月𡈼立电
𩡜	香良月
𡚎	四十乚大可
𡮌	小行皮
𫹦	直行寺
𢵺	扌水甚
𢁸	巾方
𣌶	公曲
𡍢	土子瓜
𪳼	水者未
𪦜	女水者
𤹚	疒耳戈
𬗥	糸心旦
𫙂	長彡婁
𫷍	白巾尸匕
𦟷	月土咅
𠠍	黎刀
𨆠	足艸癶天
𬚶	肉主
𩸶	魚山石
𠌊	來巴
𫳵	宀牛人可
𢶼	扌山鬼
㽳	疒于
𫧜	匚三口土也
𥠬	禾廾天
𠰌	口末
𪅭	人丨攴月鳥
𡌿	土京
𣗪	木艸人木
𡮆	小門
𦷾	艸世冂巾
𬑚	直匚巾
𣴓	水人牛
𨀿	足二月
𩆾	雨虎隹亏
𥍘	目食堯
𠽄	口扌冂儿木
𦍉	四糸隹立可
𬈚	水青了
𪥤	上女
𠾓	口言刀口
𤄌	扌斤水戌火
𬜛	舟竹皮
𪥾	女石个
𡇸	圍千北
𪩔	山單戈
𧔛	虫癶豆邑
𠻥	口巛果
𡏣	土自犬
𬏨	疒口乇
𩆠	雨艸四冂夕
𥰆	竹帝
𦡠	王廾脊
𤍉	火山言
𥈹	目穴牙
𧔾	虫禾几頁
𠽎	口水厂圭
𡎢	从土夕卜
𡢽	女雨田
𤐓	火水爪幺大
𪭩	手人弋
𢸠	扌言果
𧛷	衤𢦏口
𤶾	疒文口
噡	口𠂊厂八言
𢏑	弓半
𬋨	爪尹丁
𥚆	示刀丶心
𢢄	心山禺
𧹫	林赤
𠁺	串達
𫣝	侖全
𬆆	不正卯
𣖞	木亦口
𬈺	水非心
𫸶	弓冄邑
𨆹	足辛束
𥼖	米每攴
𦤱	自犬臣又糸
𫎄	豆宀㇕皿丨
𫵢	曲尸出
𪭽	扌广土丶
𨠲	酉人壬
𢱜	扌行寺
𢵵	扌艸果
𬎭	瓦制
鮻	魚厶儿夂
灲	火刀
𧆄	束艸白幺幺木
𨼚	阜非心
𤋿	火艸出
𪃱	厂日子鳥
𡁜	口示咼
𢝚	心水先
𨍄	車具
𱜞	巴夌
𡑗	土人冂隹
槒	木玄田
坧	土石
𣅅	日乃
𪵟	毛眉
𤻪	疒雨而
𪭣	扌聿
𥊝	目幸丮
𣎀	月广占
𨲅	長刀丶心
撍	扌旡旡日
𬚂	羊丑貝戔
𥵾	竹禾重
𢗷	心水
𤞪	犬呂
𫰅	艸魚禾大
𱢽	宀立电亡月𡈼
𡀥	口艸白巴
𫆲	月艸十冂子
𪤄	土四去
𡅎	口竹旡旡日
𬟖	尞艸台
𥅦	目耒
𪸘	火去
𡌀	土另刀
𢆭	巛鼠年
𥢬	禾爲
𦟟	月麻
𢚲	心己攴
𠲞	口扌工
㺯	王大
𤹼	疒虎彡
𥖸	木鬼石
𪩪	巨僉欠
𡒬	土竹其
𤳽	田龍
𬑰	矢半
𡀳	口尹口羊
𡕵	頁夂八丂
𪝄	人一火亏
𪺹	犬女又
袊	衤令
𫠰	下我
𥈭	目口口亏
𫔳	門文扌
𣼼	水阜東
𤀛	水尸匕來
𪇨	鳥艸水甫
𠿚	口艸世木
𪝜	人㠯一巾
𪪈	非心年
𦝂	月白勺
𢺜	扌竹羽隹
𬳜	香歹
𦄹	糸扌卓
𥹸	米十冂子
𨆒	足水隹十
𩂕	雨弗
𪴻	不正刀口
𪱬	月水爪壬
𬞠	艸人木艸勺
𥔦	石不皿
𬁶	五月
𥖒	石心勹日子
𡺐	山者
𦭧	艸匚巾
苚	艸用
𩚔	食女
炲	火台
𫆴	宀必山月
𦽰	艸矛爪尹
𫈅	艸谷
𠽓	口衣公
𤉒	火豸
𢹿	扌示曲豆
𤠱	犬土厶矢
㩹	扌三田冂且
𧿺	足出
𪹘	火行余
㵒	水弗貝
𤠆	犬衣口
𩨼	骨丘
𥌬	目广里八土
𣻁	水金十
𨄹	足辵告
𦞹	月辰寸
𣌒	易业一寸
𡭜	門小
䳂	刀口鳥
𫰣	女示乚
𬔦	立水扌丮
𨨨	金行正
𨉞	身夌
𥈿	目工貝
𨢼	酉囟儿夂
𬦳	足豸
𠿃	口女甘木
𫨎	厂人我
𪅥	隹夂鳥
𬕨	竹良月
捹	扌奔
𥗩	石車凵殳手
𫼢	扌厂止
𥱲	竹虎文
𩜪	食大示
𪷰	水音刀口
𤵶	疒卜弓
𫦨	米力
𩨜	骨巴
𤑸	火臣𠂉一見
𬏽	疒四貝
𢵶	扌金屯
𧼍	走彐火
𫗹	首木宀丮
𡋀	土示乚
𪖠	鼻刀口
雴	雨立
𬈼	水人冂隹
泍	水本
嚋	口壽
𬧕	足角刀牛
𫤁	人尚直
𠶓	口表
𡑰	土圍袁
𤂩	水先者
𩸷	魚石廾
𫡲	五下
𣔦	木厂圭
𩄳	雨立立
𪩵	行市
𤉖	火車
𧛆	衤水日
𥈲	目𠂊彐心
𥻼	米烏
𧃵	艸古癶豆
𨃓	足艸人木
𦟐	月馬
𫡦	人彡九
𠺥	刀口爪冂又
𢬢	扌口巾
㨲	扌艸宀木
𥶃	竹艸四冂夕
𤽀	白了
𠴼	口至刀
𬴟	高竹聿
𨩖	金艸令
𬩌	辵光圍巾
炶	火占
𦞣	月蚤
𨭍	金非心
𦼔	艸尞
笀	竹亡
𠸫	口廾天
𢅧	巾糸白巾
𤘓	牙宀心皿丁
咹	口宀女
𥓴	石方攴
𫖦	巛頁尚
𱔂	口亠人歹刀
𤺵	疒口音
𥶰	竹尸曾
𡄀	呂艸四十乚
𦟾	月匚三口
𠁵	中二扌廾
𬏊	田良
𥪞	立电内
𦝌	月水去
𬹰	鼻咅
𫏻	婁車
𠵩	口果
𥒃	石士也
揌	扌田心
𫧧	辵車升
𫋟	虫臣又皿
𥺒	米由丂
𡀢	口山高
𠶠	口水台
𢰺	扌𠂊且八
𣙸	朱艸出
𠻽	口木每
𫇍	自犬宀釆田
𣠖	未言者
𠿰	口食𠂉力
𦜞	月乂共
𪸝	火另
𣈔	日广占
𦟊	月酉己
𣾻	水口者
𢶺	扌穴𠂊臼
𤳇	來田力
𥪅	立口欠
𪽮	疒卜尸
𧶯	𠂊貝共
𱤪	木丿四人衣
𦀽	糸告
𢬭	扌文寸
𫧟	半巳
𠝗	刀心旦
𪣽	又土十冂子
𢆘	年欠
𨅇	口卒足
𪵸	水土也
𣛯	木水欠皿
𢜞	心來
䣷	酉朱
𬄱	木艸二又皿
𫠺	上艮心
𪭚	戶二扌廾扌
眜	目末
𦲿	艸四十乚
𬹯	鼻艸乂
𢇱	广八丂
𡊳	土生
𱏃	人良月
𣷭	水行皮
𪧱	寒吉
𥺔	口欠米
𬩉	辵束弗
𤙮	牛赤
𫆝	月門才
𫾐	扌厂林止
𫏍	足己攴
𪇏	三田田鳥
𤞐	犬才子
𫯝	上天
𨱾	長大弓
𤄭	水是頁
𤃤	水辵堯
𪜒	乙吉
𫑆	辵支亦又
𠀖	廿丶
𨦭	金宀牛
𣘃	木艸亥
𨮉	金尹口羊
𫷇	宀口市
𥬨	竹丘
𢈖	广再
𤋷	火廾天
𬎷	四十乚生
釯	金亡
𪣮	土水尸匕
磮	石山侖
𦰦	艸己攴
𥊥	目阜𠂊臼
𪩱	巴門柬
㖡	口夜
𬗵	糸幸丮
𠺨	口耳心
𧹼	赤者邑
鮋	魚由
𪽯	疒丨弓刀
𫢖	人乃个
𥆁	目歹刀
樳	木彐工口寸
鴼	鳥各
𥽍	米林示
汿	水予
𦎍	羊言
𫲴	子艸門柬
𬅧	二欠目
𤷖	疒夌
𤌀	火𠂊彐心
𠻋	口𤰇
𪮻	扌車斤日
𦄆	糸土里
𡭧	出小
𦲼	艸女石
𨥿	金工丂
𣼍	水山侖
𬨳	辵术幺㇕
𨄸	足日扌斤
